100002,1.0,0.001511869909941795,0.09028651685393257,0.0,1.0,0.5,0.08,1
100003,1.0,0.002088919493889045,0.3117359550561798,0.0,0.0,0.0,0.04,0
100004,1.0,0.000357770742047295,0.02247191011235955,1.0,1.0,0.5,0.0,0
100006,1.0,0.000934820325994545,0.06683707865168538,0.0,1.0,0.5,0.08,0
100007,1.0,0.000819410409205095,0.11685393258426965,0.0,1.0,0.5,0.0,0
100008,1.0,0.000627060547889345,0.11123483146067414,0.0,1.0,0.5,0.0,0
100009,1.0,0.001242580104099745,0.37845842696629206,1.0,1.0,0.5,0.04,0
100010,1.0,0.002858318939152045,0.3707865168539326,1.0,1.0,1.0,0.08,0
100011,1.0,0.0007424704646787951,0.24334831460674153,0.0,1.0,0.5,0.04,0
100012,1.0,0.000934820325994545,0.0898876404494382,0.0,1.0,0.5,0.08,0
100014,1.0,0.0007424704646787951,0.15168539325842695,0.0,1.0,0.5,0.0,0
100015,1.0,0.00010916200859419179,0.025808988764044943,0.0,1.0,0.5,0.0,0
100016,1.0,0.000357770742047295,0.008955056179775281,0.0,1.0,0.5,0.0,0
100017,1.0,0.0017042197712575451,0.2180943820224719,1.0,0.0,0.5,0.0,0
100018,1.0,0.001396459993152345,0.18194269662921347,0.0,1.0,0.5,0.0,0
100019,1.0,0.001127170187310295,0.0636134831460674,1.0,1.0,1.0,0.0,0
100020,1.0,0.000704000492415645,0.11600561797752809,0.0,0.0,0.5,0.0,0
100021,1.0,0.00047318065883674505,0.056179775280898875,0.0,1.0,0.5,0.16,0
100022,1.0,0.0007424704646787951,0.028089887640449437,0.0,1.0,0.0,0.32,0
100023,1.0,0.000550120603363045,0.12471685393258425,0.0,1.0,0.5,0.0,0
100024,1.0,0.000934820325994545,0.09550561797752809,1.0,1.0,0.5,0.0,0
100025,1.0,0.001511869909941795,0.27155393258426963,1.0,1.0,0.5,0.0,0
100026,1.0,0.003627718384415045,0.1129887640449438,0.0,0.0,1.0,0.0,0
100027,1.0,0.00049241564496832,0.04865168539325842,0.0,1.0,1.0,0.0,0
100029,1.0,0.000934820325994545,0.05056179775280898,1.0,0.0,0.5,0.04,0
100030,1.0,0.000550120603363045,0.04494382022471909,0.0,1.0,0.5,0.0,0
100031,1.0,0.0007424704646787951,0.23345617977528088,0.0,1.0,1.0,0.4,1
100032,1.0,0.0007424704646787951,0.07041797752808988,0.0,1.0,0.5,0.08,0
100033,1.0,0.002088919493889045,0.18622471910112356,1.0,1.0,0.0,0.0,0
100034,1.0,0.000550120603363045,0.033707865168539325,0.0,1.0,0.5,0.0,0
100035,1.0,0.002281269355204795,0.15502921348314605,0.0,1.0,0.5,0.0,0
100036,1.0,0.0007424704646787951,0.1166202247191011,0.0,1.0,0.5,0.08,0
100037,1.0,0.000550120603363045,0.03845393258426966,0.0,0.0,0.5,0.0,0
100039,1.0,0.002858318939152045,0.1718640449438202,1.0,0.0,0.5,0.08,0
100040,1.0,0.000934820325994545,0.2696629213483146,0.0,1.0,0.5,0.0,0
100041,1.0,0.0007424704646787951,0.10112359550561796,0.0,0.0,0.5,0.0,0
100043,1.0,0.001473399937678645,0.1488573033707865,0.0,1.0,0.5,0.0,0
100044,1.0,0.000819410409205095,0.10224719101123594,0.0,1.0,0.5,0.0,0
100045,1.0,0.000627060547889345,0.05050561797752808,0.0,1.0,0.5,0.0,0
100046,1.0,0.001319520048626045,0.12359550561797752,1.0,1.0,0.5,0.04,0
100047,1.0,0.001511869909941795,0.2867865168539325,0.0,1.0,0.5,0.0,1
100048,1.0,0.001511869909941795,0.1396134831460674,0.0,1.0,0.5,0.16,0
100049,1.0,0.000934820325994545,0.060892134831460665,0.0,0.0,1.0,0.04,1
100050,1.0,0.000704000492415645,0.17510112359550561,0.0,1.0,0.5,0.0,0
100051,1.0,0.001511869909941795,0.15398314606741573,0.0,1.0,0.5,0.04,0
100052,1.0,0.000550120603363045,0.033707865168539325,0.0,1.0,0.5,0.04,0
100053,1.0,0.001511869909941795,0.06497415730337078,0.0,1.0,0.5,0.0,0
100054,1.0,0.000627060547889345,0.05384269662921348,0.0,1.0,0.5,0.16,0
100055,1.0,0.0008963503537313951,0.3258426966292135,0.0,0.0,1.0,0.0,0
100056,1.0,0.002858318939152045,0.3649977528089887,1.0,1.0,0.5,0.04,0
100058,0.0,0.000242360825257845,0.02247191011235955,0.0,1.0,0.5,0.0,0
100059,1.0,0.004397117829678045,0.15730337078651685,1.0,1.0,0.5,0.08,0
100060,1.0,0.000434710686573595,0.10224719101123594,1.0,0.0,0.5,0.16,0
100061,1.0,0.0017042197712575451,0.06717977528089887,0.0,1.0,0.5,0.0,0
100062,1.0,0.00047318065883674505,0.15730337078651685,1.0,0.0,0.5,0.0,0
100063,1.0,0.001319520048626045,0.19785955056179774,0.0,1.0,0.5,0.04,0
100064,1.0,0.000357770742047295,0.06335280898876404,0.0,0.0,0.5,0.0,0
100068,1.0,0.00047318065883674505,0.05056179775280898,0.0,1.0,0.5,0.08,0
100069,1.0,0.002858318939152045,0.14867865168539324,1.0,1.0,0.5,0.0,0
100070,1.0,0.004397117829678045,0.29535617977528084,1.0,1.0,0.0,0.0,0
100071,1.0,0.001319520048626045,0.4042415730337078,0.0,1.0,0.5,0.0,0
100072,1.0,0.001319520048626045,0.2584269662921348,0.0,0.0,0.5,0.0,0
100073,1.0,0.002550559161046845,0.27110112359550564,1.0,1.0,0.5,0.0,0
100075,1.0,0.0007424704646787951,0.012719101123595505,0.0,0.0,0.5,0.0,0
100076,1.0,0.001319520048626045,0.06741573033707865,1.0,0.0,0.5,0.0,0
100077,1.0,0.001319520048626045,0.3024719101123595,0.0,1.0,0.0,0.16,0
